TeamA;TeamB;ScoreA;ScoreB;MatchStatus;Goalkeeper;Period;TSegment;T;Typeofattack;Locationpass;Bodypartpass;Playerwhoshoot;Jump;Drop;Movement;Dive;Technicalaction;Zonegkintervention;Zoneofthgoal;Fieldzoneshots;Bodypartshots;Goal
7;8;0;0;0;2;2;4;0:02:24;3;19;1;0;0;0;5;0;1;2;14;0;0;0
7;8;2;1;-1;2;2;6;0:15:06;3;0;0;0;0;1;1;0;1;2;14;0;0;0
7;10;0;0;0;2;1;1;0:00:10;1;19;1;0;0;0;4;0;1;2;14;0;0;0
7;10;0;0;0;1;1;2;0:07:44;3;19;1;0;0;0;5;0;1;2;14;0;0;0
7;10;0;0;0;1;1;2;0:09:18;3;2;3;0;0;0;1;0;1;2;14;0;0;0
7;10;0;0;0;1;2;4;0:01:15;1;2;3;0;0;0;4;0;1;2;14;0;0;0
8;6;0;1;1;2;1;3;0:14:14;1;2;2;0;0;0;2;0;1;2;14;0;0;0
8;6;1;1;0;1;2;5;0:06:25;3;19;2;0;0;0;1;0;1;2;14;0;0;0
8;10;0;0;0;2;1;3;0:10:00;1;2;3;1;0;0;1;0;1;1;14;12;1;0
9;7;0;0;0;2;1;1;0:04:03;2;19;1;0;1;0;5;0;1;2;14;0;0;0
9;7;0;0;0;1;1;1;0:04:18;1;19;1;0;0;0;1;0;1;2;14;0;0;0
9;7;1;0;-1;2;1;3;0:14:02;2;19;1;0;1;0;5;0;1;2;14;0;0;0
9;7;1;0;1;1;1;3;0:16:04;1;3;1;0;0;1;4;1;1;2;14;0;0;0
9;7;1;0;-1;2;2;4;0:02:13;1;1;2;0;0;1;1;0;1;2;14;0;0;0
9;7;1;0;1;1;2;6;0:14:15;1;2;3;0;0;1;4;1;1;2;14;0;0;0
9;7;1;0;-1;2;2;6;0:14:59;1;2;1;0;0;1;4;1;1;2;14;0;0;0
9;8;2;0;-1;2;1;1;0:04:58;1;19;2;0;0;0;4;0;1;2;14;0;0;0
9;8;2;0;1;1;1;3;0:10:39;1;8;1;1;0;0;1;0;1;2;14;12;1;0
9;8;2;0;-1;2;1;3;0:11:46;1;2;1;0;0;1;4;1;1;2;14;0;0;0
9;8;2;0;1;1;1;3;0:12:21;3;1;4;1;0;0;4;0;1;2;14;6;1;0
9;8;2;0;-1;2;2;4;0:03:59;1;2;2;0;0;1;1;0;1;2;14;0;0;0
9;8;2;0;-1;2;2;5;0:09:15;1;2;3;0;0;1;4;1;1;2;14;0;0;0
9;8;2;0;-1;2;2;6;0:11:25;1;19;1;0;0;0;4;0;1;2;14;0;0;0
10;9;0;0;0;1;1;1;0:01:41;1;4;1;0;0;0;1;0;1;2;14;0;0;0
10;9;0;0;0;2;1;2;0:07:42;1;2;2;0;0;1;4;1;1;2;14;0;0;0
10;9;0;0;0;1;1;3;0:10:50;1;2;3;0;1;0;1;0;1;2;14;0;0;0
10;9;0;0;0;2;1;3;0:13:44;1;6;1;0;0;1;4;1;1;2;14;0;0;0
11;12;2;1;1;1;2;4;0:00:30;4;0;0;1;1;0;2;0;1;2;14;12;1;0
11;14;3;0;-1;2;1;3;0:11:07;2;7;1;0;1;1;5;1;1;2;14;0;0;0
11;14;4;0;-1;2;2;5;0:06:02;1;19;2;1;0;1;4;0;1;2;14;5;3;0
11;14;4;0;-1;2;2;5;0:09:14;2;2;1;0;0;0;1;0;1;2;14;0;0;0
11;14;4;1;-1;2;2;6;0:12:54;1;2;1;0;0;0;1;0;1;2;14;0;0;0
11;15;2;1;1;1;2;4;0:00:30;4;0;0;1;1;0;2;0;1;2;14;12;1;0
12;13;1;1;0;2;1;2;0:05:13;1;19;1;0;0;0;5;0;1;2;14;0;0;0
12;13;1;1;0;2;1;2;0:06:57;3;19;1;0;0;0;3;0;1;2;14;0;0;0
12;13;2;3;1;2;2;5;0:07:11;3;2;2;1;1;0;3;0;1;2;14;8;3;0
12;13;2;3;-1;1;2;5;0:08:44;1;2;2;0;0;1;4;1;1;2;14;0;0;0
12;13;2;4;1;2;2;6;0:10:53;1;2;1;1;1;0;1;0;1;2;14;9;2;0
12;15;0;0;0;1;1;1;0:01:30;1;2;2;0;0;0;5;0;1;2;14;0;0;0
12;15;0;1;-1;1;1;2;0:08:41;1;2;1;0;0;0;5;0;1;2;14;0;0;0
12;15;0;2;1;2;1;3;0:13:21;3;3;1;0;0;0;5;0;1;2;14;0;0;0
12;15;0;2;1;2;2;4;0:03:27;1;2;3;0;0;0;1;0;1;2;14;0;0;0
13;11;0;2;-1;1;1;3;0:13:06;1;3;1;0;0;0;3;0;1;2;14;0;0;0
13;11;0;2;1;2;2;4;0:01:25;2;19;2;0;0;0;2;0;1;2;14;0;0;0
13;15;0;1;1;2;1;1;0:02:44;1;1;2;0;0;0;2;0;1;2;14;0;0;0
13;15;0;1;-1;1;1;1;0:03:18;3;19;1;0;0;0;3;0;1;2;14;0;0;0
13;15;0;1;1;2;1;3;0:13:07;3;19;1;0;0;0;1;0;1;2;14;0;0;0
14;13;2;0;1;1;2;4;0:02:03;3;19;1;0;0;0;4;0;1;1;14;0;0;0
14;13;2;1;-1;2;2;6;0:10:16;1;19;1;1;0;0;4;0;1;2;14;6;2;0
14;13;2;1;1;1;2;6;0:10:28;2;19;1;0;1;0;1;0;1;2;14;0;0;0
15;14;0;0;0;2;1;1;0:01:09;1;2;1;0;0;0;1;0;1;2;14;0;0;0
15;14;1;1;0;1;1;3;0:10:48;3;19;1;0;0;0;4;0;1;2;14;0;0;0
15;14;1;1;0;2;1;3;0:14:49;3;19;2;0;0;0;1;0;1;2;14;0;0;0
15;14;2;1;-1;2;2;4;0:03:17;1;19;2;0;0;1;5;1;1;2;14;0;0;0
15;14;2;1;-1;2;2;4;0:04:38;1;19;1;0;0;1;1;0;1;2;14;0;0;0
15;14;2;2;0;2;2;5;0:07:22;1;2;2;0;0;0;1;0;1;2;14;0;0;0
16;17;0;0;0;1;1;3;0:14:53;1;3;1;1;0;1;5;1;1;2;14;11;1;0
17;18;0;0;0;1;1;2;0:07:54;1;19;2;0;0;0;4;0;1;2;14;0;0;0
17;18;0;0;0;1;1;3;0:10:30;2;3;1;0;0;1;2;1;1;2;14;0;0;0
18;16;1;1;0;2;2;4;0:02:51;1;19;3;0;0;0;5;0;1;2;14;0;0;0
18;16;1;2;-1;1;2;6;0:11:21;1;19;1;0;0;1;5;1;1;2;14;0;0;0
19;17;1;1;0;2;1;2;0:08:00;3;19;1;0;0;0;1;1;1;1;14;0;0;0
19;17;2;1;1;1;2;4;0:01:29;1;0;0;1;0;1;2;0;1;1;14;9;2;0
19;18;0;0;0;2;1;1;0:00:55;2;19;2;0;1;0;5;0;1;2;14;0;0;0
19;18;0;0;0;2;1;2;0:08:38;3;19;2;0;0;1;4;1;1;2;14;0;0;0
19;18;0;0;0;1;1;3;0:13:21;1;7;1;1;0;1;3;1;1;2;14;12;3;0
19;18;0;0;0;1;1;3;0:15:40;1;2;1;0;0;1;5;0;1;2;14;0;0;0
3;1;0;0;0;1;1;1;0:02:11;2;0;0;1;0;1;4;1;1;2;14;6;2;0
3;4;0;0;0;1;1;3;0:12:16;1;2;2;1;0;0;4;0;1;2;14;5;2;0
12;13;0;1;-1;1;1;1;0:04:17;2;19;1;0;0;0;4;0;1;2;14;0;0;0
12;15;0;2;-1;1;2;4;0:02:18;3;2;1;0;0;0;5;0;1;2;14;0;0;0
12;15;0;2;-1;1;2;4;0:03:43;1;19;1;0;0;0;1;0;1;2;14;0;0;0
12;15;0;2;-1;1;2;5;0:09:54;1;19;2;0;0;0;1;0;1;2;14;0;0;0
13;11;0;1;1;2;1;1;0:03:23;1;19;1;0;1;0;1;0;1;2;14;0;0;0
16;17;0;0;0;2;2;4;0:03:51;1;2;1;0;0;0;5;0;1;2;14;0;0;0
16;19;0;0;0;1;2;4;0:00:28;1;6;2;1;0;1;2;0;1;2;14;8;2;0
16;19;0;0;0;1;2;5;0:06:03;1;10;1;1;0;0;2;0;1;2;14;1;2;0
16;19;0;0;0;1;2;6;0:10:50;1;2;3;0;1;0;1;0;1;2;14;0;0;0
16;19;0;0;0;2;2;6;0:13:44;1;6;1;0;0;1;4;1;1;1;14;0;0;0
17;18;0;0;0;1;2;4;0:01:46;1;1;3;0;0;1;4;1;1;2;14;0;0;0
17;18;0;0;0;1;2;4;0:03:06;2;19;1;0;0;0;5;0;1;2;14;0;0;0
18;16;1;1;0;2;1;2;0:09:30;3;19;1;0;1;0;4;0;1;2;14;0;0;0
19;18;3;0;1;1;2;6;0:13:49;1;19;1;0;0;0;1;0;1;2;14;0;0;0
1;4;0;0;0;1;1;3;0:11:47;3;19;1;0;0;0;3;0;1;1;13;0;0;0
1;5;1;0;1;1;2;6;0:10:40;2;0;0;1;1;0;3;0;1;2;13;2;1;0
1;5;1;0;-1;2;2;6;0:11:30;1;0;0;1;0;1;2;0;1;1;13;1;1;0
2;1;0;1;-1;1;2;5;0:08:06;1;2;1;1;1;0;2;0;1;1;13;12;1;0
2;3;0;0;0;1;1;3;0:13:46;2;19;1;0;0;0;8;0;1;1;13;0;0;0
3;4;0;0;0;2;1;3;0:12:50;1;1;2;0;0;0;4;0;1;1;13;0;0;0
3;4;0;1;1;2;2;6;0:12:50;1;1;2;0;0;0;4;0;1;1;13;0;0;0
4;2;0;1;-1;1;1;3;0:15:16;3;19;1;0;1;0;5;0;1;1;13;0;0;0
5;2;1;0;-1;2;1;2;0:08:26;3;14;1;0;1;0;2;0;1;1;13;0;0;0
5;2;1;0;-1;2;1;2;0:09:18;3;3;4;1;1;0;1;0;1;1;13;11;3;0
5;2;1;0;-1;2;1;2;0:09:53;1;4;2;0;1;0;2;0;1;1;13;0;0;0
5;3;0;0;0;2;2;5;0:08:45;1;2;1;1;1;1;4;1;1;1;13;5;3;0
6;7;0;0;0;1;1;1;0:04:19;1;8;1;1;1;0;5;0;1;1;13;14;1;0
6;7;0;0;0;2;1;2;0:06:12;1;9;2;0;1;0;2;0;1;1;13;0;0;0
6;7;1;0;1;1;2;5;0:06:25;1;14;2;0;1;0;2;0;1;1;13;0;0;0
6;7;1;1;0;1;2;6;0:11:54;3;14;2;0;1;0;2;0;1;1;13;0;0;0
6;10;0;0;0;1;1;3;0:15:11;1;2;3;0;0;0;2;0;1;1;13;0;0;0
7;8;0;0;0;1;1;1;0:01:20;2;3;1;0;1;0;1;1;1;1;13;0;0;0
7;8;0;0;0;1;1;3;0:10:20;1;4;2;0;1;0;1;0;1;1;13;0;0;0
7;8;0;0;0;2;2;4;0:02:11;3;1;4;0;1;0;2;0;1;1;13;0;0;0
7;8;0;0;0;2;2;5;0:07:17;1;19;1;1;1;0;1;0;1;1;13;12;3;0
7;10;0;0;0;1;1;1;0:01:51;1;19;1;0;0;0;2;0;1;1;13;0;0;0
7;10;0;0;0;2;1;2;0:05:05;3;10;3;0;1;1;5;0;1;1;13;0;0;0
8;10;0;0;0;2;1;1;0:01:00;1;2;2;1;0;1;1;0;1;1;13;8;2;0
8;10;0;0;0;1;1;3;0:11:00;2;2;1;1;0;0;4;1;1;1;13;9;1;0
8;10;0;0;0;2;2;4;0:02:00;1;3;4;1;0;0;2;0;1;1;13;12;1;0
8;10;0;0;0;2;2;5;0:06:00;3;0;0;1;0;0;3;0;1;1;13;6;1;0
8;10;0;0;0;2;2;6;0:13:50;2;0;0;1;1;0;1;0;1;2;13;2;1;0
9;7;1;0;1;1;2;6;0:11:13;1;1;2;1;0;0;4;0;1;1;13;5;3;0
9;8;2;0;-1;2;1;3;0:11:30;3;8;1;0;1;0;3;0;1;1;13;0;0;0
10;9;0;1;1;2;2;5;0:08:48;2;2;3;0;1;0;2;0;1;1;13;0;0;0
11;12;2;1;1;1;2;6;0:11:00;2;2;1;1;0;0;2;1;1;2;13;5;2;0
11;12;3;1;-1;2;2;6;0:14:20;1;2;3;1;0;0;1;0;1;1;13;12;1;0
11;14;0;0;0;1;1;1;0:01:08;3;14;1;0;0;1;2;0;1;1;13;0;0;0
11;15;2;1;1;1;2;6;0:11:00;2;2;1;1;0;0;2;1;1;2;13;5;2;0
12;13;1;1;0;2;1;2;0:07:21;2;0;0;1;0;0;2;0;1;2;13;2;2;0
12;13;2;4;1;2;2;6;0:12:10;1;18;1;1;0;0;1;0;1;1;13;0;0;0
13;11;0;1;-1;1;1;1;0:04:29;1;1;2;1;0;0;3;0;1;1;13;11;1;0
13;11;0;2;1;2;2;5;0:07:04;3;14;2;0;1;0;4;1;1;1;13;0;0;0
13;11;0;2;-1;1;2;5;0:07:58;1;17;1;0;0;1;1;1;1;1;13;0;0;0
13;11;0;3;1;2;2;6;0:12:09;2;12;1;0;0;1;3;1;1;1;13;0;0;0
13;11;0;3;1;2;2;6;0:13:21;1;2;1;1;1;0;4;0;1;1;13;9;2;0
14;13;2;0;-1;2;1;3;0:14:45;3;19;1;0;0;0;3;1;1;1;13;0;0;0
16;19;0;0;0;2;1;1;0:04:41;2;2;1;1;0;0;1;0;1;1;13;9;3;0
16;19;0;0;0;2;1;3;0:12:25;3;0;0;0;0;0;2;0;1;1;13;0;0;0
19;17;2;1;1;1;2;4;0:02:12;3;0;0;1;0;0;1;0;1;2;13;16;1;0
19;18;0;0;0;2;1;3;0:15:01;1;17;1;0;0;0;3;0;1;1;13;0;0;0
19;18;2;0;-1;2;2;6;0:10:38;2;9;2;0;0;1;1;1;1;1;13;0;0;0
11;15;3;1;-1;2;2;6;0:14:20;1;2;3;1;0;0;1;0;1;1;13;12;1;0
12;13;1;1;0;1;1;2;0:08:21;3;1;1;0;1;0;1;0;1;1;13;0;0;0
12;13;1;1;0;1;1;2;0:08:59;1;2;2;0;0;0;4;0;1;1;13;0;0;0
16;17;0;0;0;2;2;4;0:01:17;3;18;2;1;1;1;2;0;1;1;13;5;3;0
16;17;0;0;0;2;2;6;0:11:11;1;18;1;0;1;0;3;0;1;1;13;0;0;0
17;18;0;0;0;1;2;4;0:03:48;2;19;1;1;0;1;1;1;1;1;13;2;2;0
17;18;0;1;-1;1;2;6;0:13:59;3;19;1;0;0;1;5;1;1;1;13;0;0;0
8;6;0;0;0;2;1;1;0:04:44;1;19;1;1;0;1;3;0;1;1;12;14;1;0
9;7;1;0;-1;2;2;4;0:02:47;1;2;1;1;0;1;3;1;1;1;12;12;1;0
16;19;0;0;0;1;1;2;0:09:01;1;0;0;1;0;0;8;1;1;2;12;6;2;0
19;17;0;0;0;2;1;1;0:00:26;1;19;1;1;0;1;2;0;1;1;12;9;1;0
19;17;1;1;0;2;1;3;0:13:59;2;1;2;0;0;1;3;1;1;2;11;11;0;0
19;17;2;1;1;1;2;4;0:01:43;3;0;0;1;0;0;1;0;1;1;11;16;1;0
4;5;1;0;1;1;2;4;0:01:18;3;13;2;1;1;1;2;1;1;2;11;12;1;0
4;5;2;0;-1;2;2;5;0:08:52;1;19;1;1;0;0;2;1;1;1;10;12;1;0
6;10;0;0;0;1;2;4;0:02:21;1;10;1;1;0;0;2;0;1;1;10;6;2;0
16;19;0;0;0;2;1;3;0:13:12;2;2;1;1;0;0;2;0;1;2;10;9;2;0
4;5;1;0;1;1;2;4;0:01:57;1;2;3;1;0;0;8;1;1;2;10;6;1;0
19;17;1;1;0;1;1;3;0:12:27;1;2;1;1;0;0;3;0;1;3;10;12;3;0
2;3;0;1;1;2;2;6;0:13:00;3;0;0;1;1;1;2;0;1;1;9;3;1;0
14;13;0;0;0;1;1;2;0:05:08;3;0;0;1;1;0;3;1;1;1;9;14;2;0
16;19;0;0;0;1;1;3;0:11:39;3;14;2;1;0;0;3;0;1;1;9;6;2;0
18;16;1;1;0;1;1;3;0:13:35;1;2;1;1;1;0;2;0;1;1;9;2;1;0
16;17;0;0;0;2;2;4;0:01:55;2;0;0;1;1;0;4;0;1;1;9;6;2;0
13;11;0;1;1;2;1;2;0:09:12;3;1;4;1;0;0;2;0;1;1;8;6;2;0
7;10;0;0;0;2;2;6;0:10:17;1;7;2;1;1;0;3;0;1;1;7;14;2;0
16;17;0;0;0;1;2;6;0:11:51;3;3;4;1;1;0;3;1;1;1;7;14;1;0
18;16;1;1;0;2;1;3;0:13:15;3;3;1;1;1;1;3;1;1;1;7;9;3;0
6;10;0;0;0;2;1;1;0:02:38;3;1;1;1;1;1;2;0;1;2;6;9;1;0
8;6;1;1;0;1;2;5;0:05:04;2;2;1;1;0;0;2;0;1;1;6;9;3;0
11;12;2;1;-1;2;2;4;0:01:00;1;1;1;1;1;0;2;0;1;1;6;6;1;0
18;16;1;2;1;2;2;6;0:14:33;3;0;0;1;0;0;2;0;1;1;6;12;2;0
19;17;1;1;0;2;1;3;0:11:09;3;0;0;1;1;0;2;1;1;1;6;6;3;0
11;15;2;1;-1;2;2;4;0:01:00;1;1;1;1;1;0;2;0;1;1;6;6;1;0
16;19;0;0;0;1;2;4;0:03:32;1;0;0;1;1;0;3;1;1;1;6;12;3;0
16;19;0;0;0;1;2;5;0:05:21;3;0;0;1;0;1;2;0;1;2;6;6;1;0
19;17;1;0;1;1;1;2;0:05:51;2;4;1;0;0;1;1;0;1;1;6;8;0;0
2;1;0;0;0;1;1;1;0:01:11;2;0;0;1;0;0;8;0;1;1;5;6;1;0
5;2;1;0;1;1;1;2;0:06:34;3;0;0;1;1;0;2;0;1;1;5;9;1;0
6;7;1;1;0;1;2;6;0:14:27;1;2;2;1;0;0;2;0;1;1;5;9;2;0
6;9;0;0;0;2;1;2;0:06:39;1;2;1;1;0;0;4;1;1;1;5;9;1;0
6;9;0;0;0;1;1;3;0:15:43;2;1;2;1;0;0;8;0;1;1;5;6;1;0
6;9;1;2;-1;1;2;6;0:14:37;1;1;1;1;0;0;2;0;1;1;5;11;1;0
6;10;0;0;0;1;2;4;0:04:44;1;2;1;1;0;1;2;0;1;2;5;9;1;0
7;10;0;0;0;2;2;5;0:08:18;1;5;1;1;0;1;2;0;1;1;5;3;1;0
8;6;0;0;0;1;1;2;0:06:28;1;2;1;1;0;0;2;0;1;1;5;6;1;0
8;6;0;1;-1;1;2;4;0:01:42;1;9;1;1;0;0;3;0;1;1;5;9;3;0
8;6;1;1;0;1;2;5;0:06:56;1;2;4;1;0;1;3;0;1;1;5;9;1;0
8;6;2;1;1;1;2;6;0:11:33;3;3;2;2;1;0;2;0;1;1;5;11;3;0
9;8;2;0;1;1;2;5;0:09:05;1;19;2;1;0;0;6;0;1;1;5;6;2;0
12;15;0;0;0;1;1;1;0:01:13;2;0;0;1;0;0;8;0;1;1;5;6;1;0
13;15;1;1;0;1;2;4;0:02:28;1;2;1;1;0;1;8;0;1;1;5;12;1;0
17;18;0;0;0;2;1;3;0:12:10;1;13;1;1;0;1;2;0;1;1;5;11;1;0
19;18;0;0;0;2;1;3;0:11:26;3;3;1;2;0;0;1;0;1;1;5;8;3;0
11;12;3;1;1;1;2;6;0:12:40;3;0;0;1;0;0;2;0;1;1;4;12;3;0
11;15;3;1;1;1;2;6;0:12:40;3;0;0;1;0;0;2;0;1;1;4;12;3;0
17;18;0;0;0;2;1;3;0:15:03;3;0;0;1;0;0;3;0;1;1;4;9;2;0
1;5;1;0;1;1;2;5;0:08:00;2;0;0;1;0;1;2;0;1;1;3;9;1;0
2;1;0;0;0;1;1;1;0:04:31;3;0;0;1;0;0;3;0;1;1;3;9;2;0
2;1;0;1;-1;1;1;2;0:06:21;1;2;1;1;0;0;2;0;1;1;3;6;1;0
4;5;0;0;0;2;1;1;0:01:02;1;19;1;1;1;0;2;0;1;1;3;6;1;0
4;5;2;0;-1;2;2;5;0:08:06;1;3;2;1;0;1;2;1;1;2;3;9;1;0
5;2;2;0;1;1;2;6;0:14:05;3;18;2;1;0;1;2;0;1;1;3;9;2;0
6;7;0;0;0;2;1;3;0:13:29;3;13;2;1;0;0;2;0;1;1;3;8;3;0
6;7;0;0;0;1;1;3;0:13:56;1;2;1;1;0;1;3;0;1;1;3;6;2;0
7;8;2;1;-1;2;2;6;0:14:09;1;2;1;1;0;1;3;1;1;1;3;12;1;0
8;6;0;0;0;2;1;1;0:01:48;3;3;4;1;0;0;2;0;1;1;3;9;2;0
8;6;0;1;1;2;1;2;0:09:08;3;1;4;1;0;1;4;0;1;1;3;15;2;0
8;10;0;0;0;1;1;2;0:05:00;3;0;0;1;0;1;2;0;1;1;3;9;1;0
8;10;0;0;0;1;1;3;0:10:20;2;2;1;1;0;0;2;1;1;1;3;9;1;0
9;7;1;0;1;1;1;3;0:13:48;3;3;1;1;0;0;2;0;1;1;3;6;2;0
10;9;0;0;0;2;1;3;0:10:35;1;2;1;1;0;1;2;0;1;1;3;12;1;0
10;9;0;2;1;2;2;6;0:15:02;1;1;1;1;0;1;3;1;1;1;3;6;1;0
12;15;0;0;0;1;1;1;0:04:33;3;0;0;1;0;0;3;0;1;1;3;9;2;0
12;15;0;1;-1;1;1;2;0:06:18;1;2;1;1;0;0;2;0;1;1;3;6;1;0
12;15;0;1;1;2;1;2;0:07:02;3;0;0;1;0;1;6;0;1;1;3;6;1;0
12;15;0;2;1;2;2;6;0:11:25;3;0;0;1;0;1;2;1;1;1;3;6;1;0
13;11;0;3;1;2;2;6;0:12:29;1;2;1;1;0;1;2;0;1;1;3;6;2;0
13;15;1;1;0;2;2;4;0:03:34;1;19;1;1;0;0;4;0;1;1;3;6;2;0
19;18;2;0;-1;2;2;6;0:11:24;1;9;2;1;0;1;2;0;1;1;3;5;2;0
11;14;4;0;1;1;2;4;0:03:07;2;2;1;1;0;0;2;0;1;1;3;2;2;0
16;19;0;0;0;2;2;6;0:10:35;1;1;1;1;1;1;2;0;1;2;3;12;1;0
17;18;0;0;0;1;2;4;0:02:57;1;2;1;1;0;0;2;0;1;1;3;6;1;0
18;16;1;1;0;2;1;2;0:09:44;2;2;1;1;0;1;7;1;1;1;3;12;2;0
19;18;1;0;1;1;2;5;0:05:43;2;1;2;1;0;1;3;1;1;1;3;9;2;0
1;5;0;0;0;2;1;3;0:11:40;1;2;1;1;0;0;1;1;1;2;2;9;1;0
1;5;1;0;1;1;2;5;0:09:00;1;3;1;1;0;0;4;0;1;2;2;12;1;0
1;5;1;0;-1;2;2;6;0:10:10;3;18;1;1;0;1;3;0;1;2;2;8;1;0
2;1;0;1;-1;1;2;4;0:01:38;1;2;1;1;0;0;3;0;1;1;2;9;2;0
2;3;0;0;0;2;2;4;0:03:56;1;2;1;1;0;0;2;0;1;1;2;6;2;0
3;1;0;3;-1;1;2;5;0:05:13;1;3;1;1;0;1;2;0;1;1;2;12;1;0
3;1;0;3;1;2;2;6;0:10:24;1;2;1;1;0;0;6;0;1;1;2;3;2;0
3;1;0;3;-1;1;2;6;0:10:59;1;12;1;1;0;1;3;1;1;1;2;8;1;0
4;2;0;1;1;2;2;6;0:11:15;3;14;1;1;0;1;2;0;1;1;2;12;1;0
4;5;0;0;0;2;1;1;0:04:26;3;8;4;1;0;0;3;1;1;1;2;14;3;0
